"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department","salary"
"4804",0.27,0.69,2,177,5,0,0,0,"RandD","low"
"4805",0.91,0.95,4,171,3,0,0,0,"RandD","low"
"4806",0.49,0.61,3,148,2,1,0,0,"RandD","low"
"4814",0.72,0.92,3,225,3,0,0,0,"management","medium"
"4815",0.94,0.85,4,236,2,0,0,0,"marketing","medium"
"4819",0.5,0.43,3,184,2,0,0,0,"sales","medium"
"4820",0.8,0.91,3,202,2,0,0,0,"sales","medium"
"4821",0.67,0.83,4,195,3,0,0,0,"sales","medium"
"4825",0.62,0.54,3,142,2,0,0,0,"sales","medium"
"4826",0.95,0.53,4,162,3,0,0,0,"sales","medium"
"4827",0.89,0.75,5,258,2,0,0,0,"sales","medium"
"4829",0.19,0.8,4,249,5,0,0,0,"sales","low"
"4831",0.53,0.64,2,177,4,0,0,0,"sales","low"
"4834",0.22,0.88,5,154,5,0,0,0,"sales","low"
"4839",0.46,0.38,6,165,3,0,0,0,"accounting","low"
"4844",0.7,0.98,4,176,5,0,0,0,"technical","low"
"4845",0.66,0.96,4,103,2,0,0,0,"technical","low"
"4846",0.54,0.52,5,155,3,0,0,0,"technical","low"
"4851",0.65,0.97,4,145,2,0,0,0,"technical","medium"
"4852",0.31,0.59,3,176,3,0,0,0,"technical","medium"
"4857",0.77,0.96,6,225,4,0,0,0,"support","medium"
"4859",0.63,0.66,4,157,2,0,0,0,"support","medium"
"4861",0.5,0.85,4,224,6,0,0,0,"support","high"
"4862",0.52,0.91,5,193,2,0,0,0,"support","low"
"4863",0.73,0.79,4,157,3,0,0,0,"support","medium"
"4864",0.99,0.87,4,223,3,0,0,0,"support","medium"
"4865",0.91,0.99,3,188,3,1,0,0,"support","medium"
"4871",0.99,0.95,4,102,5,0,0,0,"IT","low"
"4879",0.53,0.52,3,233,4,0,0,0,"IT","low"
"4881",0.59,0.65,4,163,3,1,0,0,"RandD","low"
"4884",0.78,0.95,3,249,4,0,0,0,"RandD","low"
"4886",0.7,0.74,4,247,2,0,0,0,"sales","low"
"4901",0.83,0.87,5,233,3,0,0,0,"sales","low"
"4902",0.9,0.78,4,225,2,1,0,0,"sales","medium"
"4905",0.7,0.85,4,232,3,0,0,0,"sales","medium"
"4906",0.54,0.76,3,157,4,0,0,0,"sales","low"
"4911",0.99,0.79,4,133,2,0,0,0,"sales","low"
"4916",0.65,0.78,4,238,5,1,0,0,"hr","low"
"4923",0.95,0.7,4,267,3,1,0,0,"technical","low"
"4925",0.83,0.95,3,255,3,0,0,0,"technical","medium"
"4927",0.69,0.49,3,198,4,0,0,0,"technical","medium"
"4929",0.55,0.49,3,146,2,0,0,0,"technical","medium"
"4930",0.55,0.82,4,134,6,0,0,0,"technical","medium"
"4932",0.51,0.93,5,232,3,0,0,0,"support","medium"
"4940",0.69,0.59,3,233,3,0,0,0,"support","medium"
"4944",0.55,0.65,3,207,3,0,0,0,"technical","low"
"4945",0.91,0.53,3,273,6,0,0,0,"management","low"
"4948",0.57,0.6,4,248,4,0,0,0,"IT","low"
"4950",0.76,0.89,4,181,3,0,0,0,"IT","low"
"4957",0.67,0.57,4,165,3,0,0,0,"RandD","low"
"4958",0.78,0.55,3,144,2,0,0,0,"RandD","low"
"4964",0.77,0.89,5,152,3,0,0,0,"support","medium"
"4974",0.68,0.92,2,184,4,0,0,0,"sales","medium"
"4976",0.86,0.94,5,209,4,0,0,0,"sales","low"
"4980",0.67,0.36,4,97,4,0,0,0,"sales","medium"
"4981",0.89,0.74,4,174,2,0,0,0,"sales","low"
"4990",0.69,0.97,3,158,2,0,0,0,"accounting","low"
"4991",0.81,0.68,3,151,3,0,0,0,"accounting","low"
"4995",0.94,0.59,5,250,3,0,0,0,"hr","low"
"4998",0.77,0.59,5,189,5,0,0,0,"technical","low"
"4999",0.57,0.82,5,138,3,0,0,0,"technical","low"
"5000",0.64,0.97,4,268,2,0,0,0,"technical","low"
"5004",0.49,0.93,4,184,3,0,0,0,"technical","medium"
"5005",0.91,0.99,5,152,3,0,0,0,"technical","medium"
"5008",0.84,0.94,4,246,2,1,0,0,"support","medium"
"5012",0.52,0.54,5,239,3,0,0,0,"support","medium"
"5014",0.72,0.59,3,255,2,0,0,0,"support","high"
"5019",0.5,0.74,3,220,3,0,0,0,"technical","medium"
"5021",0.86,0.49,4,274,2,0,0,0,"management","low"
"5022",0.66,0.99,4,195,3,0,0,0,"IT","low"
"5025",0.61,0.73,3,165,3,1,0,0,"IT","low"
"5029",0.64,0.99,4,180,4,0,0,0,"product_mng","medium"
"5030",0.87,0.7,5,225,3,0,0,0,"product_mng","medium"
"5035",0.47,0.51,6,190,5,0,0,1,"RandD","medium"
"5037",0.83,0.83,3,186,3,1,0,1,"marketing","medium"
"5039",0.91,0.74,5,192,3,0,0,1,"accounting","medium"
"5040",0.56,0.59,4,164,3,0,0,1,"support","medium"
"5041",0.73,0.66,6,195,3,0,0,1,"technical","medium"
"5044",0.49,0.76,3,257,2,1,0,0,"marketing","medium"
"5049",0.58,0.9,3,151,3,0,0,0,"sales","medium"
"5051",0.74,0.8,4,241,2,0,0,0,"sales","medium"
"5052",0.62,0.52,3,148,3,0,0,0,"sales","medium"
"5053",0.7,0.76,5,165,3,0,0,0,"sales","medium"
"5055",0.75,0.9,4,197,2,0,0,0,"sales","medium"
"5056",0.95,0.48,5,214,6,1,0,1,"sales","medium"
"5060",0.51,0.72,4,163,4,0,0,1,"sales","medium"
"5061",0.94,0.53,5,257,2,0,0,1,"sales","medium"
"5062",0.9,0.85,3,253,3,0,0,0,"sales","medium"
"5063",0.8,0.78,4,234,3,0,0,0,"sales","medium"
"5065",0.45,0.53,3,181,4,1,0,0,"accounting","low"
"5067",0.5,0.48,3,163,4,0,0,0,"accounting","low"
"5070",0.66,0.84,4,197,2,0,0,0,"hr","low"
"5074",1,0.85,3,150,3,0,0,0,"technical","low"
"5077",0.59,0.71,5,222,3,0,0,0,"technical","low"
"5079",0.71,0.95,3,150,2,0,0,0,"technical","low"
"5081",0.65,0.59,5,271,3,0,0,0,"technical","medium"
"5082",0.93,0.67,5,167,3,0,0,0,"technical","medium"
"5084",0.78,0.77,3,149,4,1,0,0,"support","medium"
"5093",0.97,0.87,2,175,6,0,0,0,"support","high"
"5095",0.96,0.51,3,237,4,0,0,0,"technical","high"
"5104",0.82,0.88,4,171,2,0,0,0,"product_mng","low"
"5105",0.38,0.5,2,170,3,0,0,0,"product_mng","low"
"5106",0.49,0.72,4,246,3,0,0,0,"product_mng","low"
"5107",0.53,0.8,3,175,3,0,0,0,"IT","low"
"5108",0.56,0.59,3,185,2,0,0,0,"RandD","medium"
"5109",0.69,0.98,3,168,2,0,0,0,"RandD","medium"
"5113",0.2,0.53,6,189,4,0,0,0,"marketing","medium"
"5114",0.93,0.61,3,166,3,0,0,0,"sales","medium"
"5116",0.78,0.45,3,253,6,0,0,1,"support","medium"
"5119",0.92,0.91,3,228,2,0,0,1,"marketing","medium"
"5120",0.58,0.97,3,186,3,0,0,1,"marketing","medium"
"5121",0.68,0.72,3,213,3,0,0,1,"marketing","medium"
"5125",0.23,0.48,5,221,6,0,0,0,"sales","medium"
"5128",0.77,0.84,3,188,4,0,0,0,"sales","medium"
"5131",0.49,0.54,6,214,3,0,0,0,"sales","high"
"5136",0.61,0.92,3,222,4,0,0,0,"sales","medium"
"5143",0.5,0.88,4,275,5,0,0,0,"accounting","low"
"5148",0.82,0.84,3,237,2,0,0,0,"technical","low"
"5151",0.92,0.88,3,184,3,1,0,0,"technical","low"
"5159",0.86,0.96,4,167,3,0,0,0,"support","high"
"5161",0.52,0.81,3,253,2,0,0,0,"support","medium"
"5166",0.76,0.74,4,187,3,0,0,0,"support","medium"
"5170",0.51,0.58,4,140,3,0,0,0,"technical","high"
"5171",0.2,0.72,5,123,2,1,0,0,"technical","low"
"5176",0.62,0.92,5,149,3,0,0,0,"IT","low"
"5178",0.88,0.73,5,267,3,0,0,0,"IT","low"
"5181",0.34,0.65,2,165,4,0,0,0,"product_mng","low"
"5182",0.88,0.85,4,231,3,0,0,0,"product_mng","low"
"5186",0.62,0.73,4,191,3,0,0,0,"RandD","high"
"5201",0.77,0.52,4,216,3,0,0,0,"sales","medium"
"5208",0.94,0.59,3,137,2,0,0,0,"sales","medium"
"5212",0.54,0.84,4,174,2,0,0,0,"sales","medium"
"5228",0.64,0.65,3,181,2,0,0,0,"technical","high"
"5230",0.99,0.99,3,158,2,0,0,0,"technical","low"
"5238",0.66,0.56,4,141,4,0,0,0,"support","medium"
"5239",0.94,0.59,3,234,2,0,0,0,"support","medium"
"5242",0.88,0.45,5,274,2,1,0,0,"support","medium"
"5245",0.54,0.5,4,146,2,0,0,0,"support","medium"
"5256",0.91,0.5,3,178,2,0,0,0,"product_mng","low"
"5257",0.79,0.75,2,221,3,0,0,0,"product_mng","low"
"5260",0.92,0.8,4,263,4,0,0,0,"RandD","low"
"5262",0.6,0.83,2,189,2,0,0,0,"RandD","low"
"5267",0.8,0.99,3,158,3,0,0,0,"sales","low"
"5269",0.84,0.59,4,216,2,0,0,0,"support","low"
"5270",0.86,0.58,4,220,5,0,0,0,"technical","low"
"5277",0.86,0.81,4,179,3,0,0,0,"sales","medium"
"5278",0.67,0.93,5,133,2,0,0,0,"sales","medium"
"5281",0.53,0.81,5,135,2,0,0,0,"sales","medium"
"5284",0.66,0.92,3,177,3,0,0,0,"sales","medium"
"5286",0.57,0.39,3,193,6,0,0,0,"sales","medium"
"5288",0.71,0.58,3,194,4,0,0,0,"sales","low"
"5289",0.94,0.7,3,271,4,0,0,0,"sales","medium"
"5290",0.8,0.85,3,135,2,0,0,0,"sales","medium"
"5291",0.59,0.94,4,136,2,0,0,0,"sales","medium"
"5298",0.21,0.93,4,260,3,0,0,0,"hr","low"
"5299",0.21,0.85,5,153,3,0,0,0,"hr","low"
"5301",0.94,0.69,2,198,3,0,0,0,"technical","low"
"5303",0.92,0.78,3,218,3,0,0,0,"technical","low"
"5304",0.71,0.98,5,167,3,0,0,0,"technical","low"
"5305",0.69,0.83,4,264,3,0,0,0,"technical","low"
"5308",0.36,0.42,2,192,2,0,0,0,"technical","low"
"5309",0.81,0.92,5,255,4,1,0,0,"technical","low"
"5314",0.55,0.58,5,262,3,0,0,0,"support","medium"
"5318",0.99,1,3,139,2,0,0,0,"support","medium"
"5321",0.53,0.59,4,265,2,0,0,0,"support","medium"
"5325",0.72,0.67,4,147,2,0,0,0,"technical","medium"
"5328",0.65,0.52,4,266,3,1,0,0,"IT","medium"
"5329",0.84,0.91,3,199,4,0,0,0,"IT","medium"
"5335",0.85,0.8,4,254,2,0,0,0,"product_mng","low"
"5346",0.83,0.85,4,201,2,1,0,0,"support","low"
"5347",0.55,0.66,3,164,2,0,0,0,"technical","low"
"5349",0.92,0.58,4,201,2,0,0,0,"marketing","low"
"5351",0.45,0.72,4,149,3,0,0,0,"marketing","low"
"5359",0.66,0.89,3,257,3,0,0,0,"sales","medium"
"5360",0.84,0.59,3,234,2,0,0,0,"sales","medium"
"5370",0.76,0.82,4,172,3,1,0,0,"sales","medium"
"5372",0.83,0.57,2,246,5,1,0,0,"accounting","low"
"5374",0.83,0.7,5,168,3,0,0,0,"hr","low"
"5377",0.65,0.57,3,238,3,0,0,0,"hr","low"
"5379",0.84,0.5,5,195,3,0,0,0,"technical","low"
"5381",0.7,0.51,3,256,3,0,0,0,"technical","low"
"5382",0.79,0.83,5,268,3,0,0,0,"technical","low"
"5389",0.65,0.7,4,233,3,0,0,0,"support","medium"
"5397",0.87,0.82,4,248,2,0,0,0,"support","medium"
"5398",0.62,0.79,3,274,3,0,0,0,"support","medium"
"5399",0.54,1,3,169,2,0,0,0,"support","medium"
"5400",0.84,0.53,5,190,3,0,0,0,"technical","medium"
"5407",0.73,0.78,4,181,4,0,0,0,"IT","low"
"5408",0.49,0.74,3,229,3,1,0,0,"IT","low"
"5413",0.91,0.6,4,163,5,0,0,0,"IT","low"
"5415",0.99,0.72,4,136,3,0,0,0,"RandD","low"
"5417",0.18,0.93,3,245,4,1,0,0,"RandD","low"
"5421",0.7,0.6,3,183,3,0,0,0,"sales","low"
"5422",0.97,0.91,3,246,2,0,0,0,"accounting","low"
"5423",0.92,0.91,3,250,4,0,0,0,"support","low"
"5424",0.94,0.7,3,176,3,0,0,0,"technical","low"
"5428",0.68,0.71,5,135,4,1,0,0,"marketing","medium"
"5429",0.57,0.43,3,167,3,0,0,0,"sales","medium"
"5431",0.48,0.97,3,224,6,0,0,0,"sales","medium"
"5433",0.68,0.43,3,161,2,1,0,0,"sales","medium"
"5434",0.62,0.68,3,124,3,0,0,0,"sales","medium"
"5437",0.99,0.8,5,254,5,0,0,0,"sales","medium"
"5440",0.66,0.5,4,263,3,0,0,0,"sales","high"
"5445",0.49,0.49,6,188,3,0,0,0,"sales","medium"
"5447",0.96,0.59,4,108,6,0,0,0,"sales","low"
"5451",0.52,0.9,4,285,2,0,0,0,"hr","low"
"5453",0.5,0.73,4,271,2,0,0,0,"hr","low"
"5454",0.51,0.88,3,202,4,0,0,0,"hr","low"
"5456",0.62,0.72,2,180,2,1,0,0,"technical","low"
"5459",0.58,0.64,2,249,2,0,0,0,"technical","low"
"5466",0.95,0.55,5,185,2,0,0,0,"support","low"
"5467",1,0.93,3,264,4,0,0,0,"support","medium"
"5472",0.86,0.92,3,180,2,0,0,0,"support","medium"
"5477",0.83,0.67,4,139,3,0,0,0,"technical","medium"
"5478",0.57,0.75,3,159,2,0,0,0,"technical","medium"
"5485",0.9,0.9,3,274,3,0,0,0,"IT","low"
"5490",0.76,0.76,5,175,3,0,0,0,"IT","low"
"5493",0.37,0.46,3,173,6,0,0,0,"RandD","medium"
"5501",0.76,0.76,4,149,3,0,0,0,"technical","medium"
"5502",0.5,0.74,4,246,3,0,0,0,"management","medium"
"5505",0.99,0.77,4,184,3,0,0,0,"marketing","medium"
"5507",0.92,0.81,3,196,2,0,0,0,"sales","medium"
"5508",0.88,0.76,3,223,3,0,0,0,"sales","medium"
"5509",0.99,0.86,3,198,3,0,0,0,"sales","medium"
"5514",0.23,0.5,5,100,3,0,0,0,"sales","medium"
"5516",0.82,0.61,3,229,2,0,0,0,"sales","medium"
"5518",0.96,0.82,4,201,2,0,0,0,"sales","high"
"5523",0.78,0.83,4,252,2,0,0,1,"sales","high"
"5528",0.61,0.61,4,239,2,0,0,1,"hr","high"
"5534",0.45,0.55,5,268,2,0,0,0,"technical","low"
"5537",0.51,0.84,4,214,2,0,0,0,"technical","low"
"5538",0.35,0.41,6,244,3,0,0,0,"technical","low"
"5539",0.99,0.57,3,221,3,0,0,0,"technical","low"
"5540",0.73,0.49,4,200,2,1,0,0,"technical","low"
"5542",0.43,0.74,4,121,5,1,0,0,"technical","low"
"5543",0.81,0.77,5,249,2,0,0,0,"support","low"
"5547",0.88,0.93,3,162,3,0,0,0,"support","medium"
"5548",0.48,0.8,5,235,2,0,0,0,"support","medium"
"5549",0.21,0.63,5,226,3,0,0,0,"support","medium"
"5555",0.52,0.9,5,176,3,0,0,0,"technical","medium"
"5558",0.77,0.52,3,210,3,1,0,0,"IT","high"
"5560",0.74,0.54,3,175,3,1,0,0,"IT","high"
"5565",0.85,0.96,3,211,2,0,0,0,"product_mng","low"
"5567",0.98,0.6,4,191,3,0,0,0,"IT","low"
"5570",0.88,0.69,3,248,4,0,0,0,"RandD","low"
"5571",0.16,0.81,2,159,6,1,0,0,"RandD","low"
"5573",0.81,0.76,3,203,3,0,0,0,"RandD","medium"
"5576",0.67,0.69,5,225,3,0,0,0,"accounting","medium"
"5580",0.51,0.75,3,234,2,1,0,0,"marketing","medium"
"5588",0.75,0.54,6,138,4,1,0,0,"sales","medium"
"5590",0.31,0.5,3,262,5,0,0,0,"sales","medium"
"5593",0.49,0.99,3,199,3,0,0,0,"sales","medium"
"5597",0.62,0.98,4,107,2,0,0,0,"sales","low"
"5598",0.5,0.68,4,274,4,0,0,0,"sales","medium"
"5601",0.22,0.58,2,255,5,0,0,0,"sales","medium"
"5606",0.51,0.82,3,206,4,0,0,0,"hr","medium"
"5607",0.66,0.92,4,239,3,0,0,0,"hr","medium"
"5609",0.42,0.4,3,160,2,0,0,0,"technical","low"
"5610",0.86,0.77,5,237,3,1,0,0,"technical","low"
"5613",0.63,0.94,2,228,2,1,0,0,"technical","low"
"5614",1,0.54,3,151,2,1,0,0,"technical","low"
"5616",0.9,0.7,3,147,4,0,0,0,"technical","low"
"5633",0.3,0.48,2,104,2,0,0,0,"technical","high"
"5636",0.24,0.79,2,175,5,0,0,0,"IT","low"
"5640",0.79,0.71,3,202,3,0,0,0,"product_mng","medium"
"5643",0.17,0.59,4,179,4,0,0,0,"product_mng","low"
"5649",0.78,0.69,5,256,3,0,0,0,"RandD","low"
"5651",0.99,0.82,6,185,4,1,0,0,"sales","high"
"5652",0.15,0.76,4,255,6,0,0,0,"accounting","low"
"5655",0.82,0.58,2,248,6,0,0,0,"management","low"
"5663",0.44,0.87,2,140,4,0,0,0,"sales","high"
"5665",0.78,0.56,5,252,2,0,0,0,"sales","high"
"5668",0.72,0.53,5,244,4,0,0,0,"sales","medium"
"5678",0.2,0.56,5,181,6,0,0,0,"accounting","medium"
"5680",0.21,0.53,3,229,5,0,0,0,"accounting","medium"
"5684",0.65,0.76,4,193,2,0,0,0,"hr","medium"
"5692",0.74,0.75,4,149,3,0,0,0,"technical","low"
"5693",0.79,0.6,4,161,3,0,0,0,"technical","high"
"5694",0.88,0.58,5,264,3,0,0,0,"technical","low"
"5695",0.89,0.93,4,137,2,0,0,0,"technical","low"
"5697",0.48,0.54,4,105,5,1,0,0,"support","low"
"5699",0.71,0.74,3,250,3,0,0,0,"support","low"
"5701",0.99,0.71,4,199,4,0,0,0,"support","medium"
"5703",1,0.94,3,257,4,0,0,0,"support","medium"
"5704",0.81,0.55,3,127,4,0,0,0,"support","medium"
"5706",0.9,0.58,5,260,2,0,0,0,"support","medium"
"5707",0.98,0.9,4,247,2,0,0,0,"technical","medium"
"5708",0.56,0.55,3,250,4,0,0,0,"technical","medium"
"5718",0.58,0.57,5,105,6,0,0,0,"product_mng","medium"
"5720",0.78,1,4,154,2,0,0,0,"IT","low"
"5728",0.83,0.64,2,192,2,0,0,0,"sales","low"
"5729",0.73,0.45,5,232,4,0,0,0,"accounting","low"
"5730",0.78,0.67,4,221,3,1,0,0,"support","low"
"5733",0.67,0.89,2,173,3,0,0,0,"marketing","low"
"5747",0.55,0.6,4,176,3,0,0,0,"sales","medium"
"5751",0.75,0.71,4,209,3,0,0,0,"sales","medium"
"5753",0.68,0.78,3,232,3,0,0,0,"sales","low"
"5754",0.52,0.53,2,286,3,0,0,0,"sales","medium"
"5761",0.98,0.78,3,197,2,0,0,0,"hr","low"
"5772",0.53,0.6,5,247,3,0,0,0,"technical","low"
"5775",0.95,0.78,5,246,3,0,0,0,"support","low"
"5776",0.86,0.69,5,157,4,0,0,0,"support","low"
"5777",0.59,0.58,4,233,4,0,0,0,"support","low"
"5778",0.95,0.63,4,153,3,0,0,0,"support","low"
"5779",0.7,0.92,4,142,2,1,0,0,"support","medium"
"5791",0.59,0.57,4,261,2,0,0,0,"IT","high"
"5796",0.15,0.52,4,207,4,0,0,0,"product_mng","medium"
"5799",0.9,0.82,3,203,2,0,0,0,"RandD","low"
"5802",0.71,0.49,4,273,2,1,0,0,"RandD","low"
"5805",0.84,0.85,3,243,2,0,0,0,"accounting","low"
"5807",1,0.71,4,216,2,0,0,0,"technical","low"
"5808",0.48,0.51,5,286,3,0,0,0,"management","low"
"5815",0.76,0.65,4,195,3,0,0,0,"sales","low"
"5818",0.57,0.62,3,154,2,0,0,0,"sales","medium"
"5820",0.7,0.67,3,179,3,1,0,0,"sales","medium"
"5827",0.21,0.9,4,235,4,0,0,0,"sales","medium"
"5829",0.91,0.62,4,158,3,1,0,0,"sales","medium"
"5837",0.74,0.53,4,166,3,0,0,0,"hr","low"
"5841",0.15,0.91,5,267,4,0,0,0,"technical","low"
"5845",0.49,0.92,4,229,2,0,0,0,"technical","low"
"5849",0.6,0.57,3,202,3,0,0,0,"support","low"
"5852",0.71,0.95,3,251,3,0,0,0,"support","low"
"5854",0.59,0.99,3,185,2,0,0,0,"support","medium"
"5856",0.99,0.68,3,181,3,1,0,0,"support","medium"
"5860",0.7,0.79,6,257,4,0,0,0,"technical","medium"
"5867",0.34,0.91,4,284,4,0,0,0,"IT","low"
"5868",0.61,0.9,3,263,3,0,0,0,"IT","medium"
"5869",0.18,0.95,4,241,6,0,0,0,"product_mng","medium"
"5870",0.72,0.94,3,258,3,0,0,0,"product_mng","medium"
"5873",0.85,0.74,5,170,4,0,0,0,"IT","low"
"5874",0.8,0.81,4,194,3,1,0,0,"RandD","low"
"5881",0.76,0.89,5,204,3,0,0,0,"accounting","low"
"5883",0.59,1,4,169,2,0,0,0,"technical","low"
"5886",0.96,0.87,5,202,2,0,0,0,"marketing","low"
"5887",0.82,0.63,4,199,2,0,0,0,"marketing","low"
"5888",0.97,0.93,2,270,4,0,0,0,"sales","low"
"5889",0.74,0.51,5,258,2,0,0,0,"sales","low"
"5897",0.94,0.88,3,270,3,0,0,0,"sales","medium"
"5900",0.82,0.92,4,196,3,0,0,0,"sales","medium"
"5901",0.62,0.92,5,169,2,0,0,0,"sales","medium"
"5902",0.88,0.59,2,144,3,0,0,0,"sales","medium"
"5904",0.62,0.91,3,142,6,1,0,0,"sales","medium"
"5906",0.91,0.66,4,163,3,0,0,0,"sales","low"
"5908",0.84,0.9,3,178,2,0,0,0,"accounting","medium"
"5909",0.35,0.57,3,109,3,0,0,0,"accounting","medium"
"5916",0.91,0.57,3,158,3,0,0,0,"technical","low"
"5918",0.53,0.71,4,227,3,0,0,0,"technical","low"
"5919",0.84,0.67,3,139,2,0,0,0,"technical","low"
"5921",0.81,0.62,4,255,4,1,0,0,"technical","low"
"5924",0.41,0.77,4,231,6,0,0,0,"technical","low"
"5928",0.72,0.39,5,111,5,0,0,0,"support","low"
"5931",0.65,0.95,3,266,3,1,0,0,"support","low"
"5932",0.66,0.56,3,169,2,1,0,0,"support","medium"
"5934",0.91,0.9,3,243,3,0,0,0,"support","medium"
"5939",1,0.59,5,182,3,1,0,0,"management","medium"
"5950",0.48,0.46,2,174,3,0,0,0,"RandD","low"
"5955",0.94,0.79,3,256,3,0,0,0,"marketing","low"
"5963",0.92,0.99,3,190,3,0,0,0,"marketing","medium"
"5966",0.82,0.68,3,160,4,0,0,0,"sales","medium"
"5968",0.18,0.39,2,177,6,0,0,0,"sales","medium"
"5969",0.99,0.59,3,163,2,0,0,0,"sales","medium"
"5970",0.22,0.9,4,106,2,0,0,0,"sales","medium"
"5973",0.84,0.61,3,253,2,0,0,0,"sales","medium"
"5975",0.73,0.9,4,266,3,0,0,0,"sales","medium"
"5980",0.48,0.62,4,210,2,0,0,0,"sales","medium"
"5981",0.65,0.7,3,243,3,0,0,0,"sales","medium"
"5987",0.57,0.7,3,158,3,0,0,0,"hr","high"
"5989",0.72,0.99,4,227,3,0,0,0,"hr","high"
"5990",0.43,0.46,4,169,5,0,0,0,"technical","high"
"5993",0.91,0.66,4,139,3,0,0,0,"technical","high"
"5997",1,0.94,3,272,3,0,0,0,"technical","low"
"6006",0.51,0.86,4,196,2,0,0,0,"support","low"
"6007",0.18,0.51,6,227,2,0,0,0,"support","low"
"6009",0.65,0.85,3,213,2,0,0,0,"support","low"
"6012",0.56,0.76,3,237,3,0,0,0,"technical","medium"
"6013",0.17,0.94,5,273,4,0,0,0,"technical","medium"
"6016",0.51,0.54,3,154,3,1,0,0,"IT","medium"
"6017",0.76,0.59,3,201,6,1,0,0,"IT","medium"
"6018",0.82,0.59,3,178,2,0,0,0,"IT","medium"
"6019",0.44,0.66,3,161,3,0,0,0,"IT","medium"
"6023",0.77,0.66,6,181,4,0,0,0,"product_mng","high"
"6025",0.52,0.62,3,275,2,0,0,0,"IT","high"
"6032",0.23,0.88,5,156,4,0,0,0,"sales","low"
"6035",0.76,0.58,4,188,3,0,0,0,"technical","low"
"6036",0.83,0.8,4,149,3,0,0,0,"management","low"
"6038",0.67,1,3,201,4,0,0,0,"marketing","medium"
"6042",0.96,0.68,5,145,3,1,0,0,"sales","medium"
"6043",0.72,0.76,3,269,3,1,0,0,"sales","medium"
"6044",0.58,0.62,3,213,2,0,0,0,"sales","medium"
"6050",0.56,0.41,2,194,2,0,0,0,"sales","medium"
"6051",0.53,0.74,5,181,2,0,0,0,"sales","medium"
"6052",0.62,0.57,4,215,3,0,0,0,"sales","medium"
"6054",0.76,0.85,4,190,3,0,0,0,"sales","medium"
"6056",0.35,0.67,2,171,3,0,0,0,"sales","medium"
"6058",0.63,0.49,3,252,3,0,0,0,"sales","medium"
"6060",0.7,0.93,3,185,4,0,0,0,"accounting","medium"
"6063",0.96,0.8,4,145,2,0,0,0,"hr","medium"
"6067",0.85,0.88,5,236,4,0,0,0,"technical","medium"
"6070",0.54,0.64,6,278,2,0,0,0,"technical","medium"
"6075",0.72,0.73,3,198,2,0,0,0,"technical","low"
"6081",0.31,0.61,4,97,2,0,0,0,"support","low"
"6087",0.15,0.9,5,284,4,0,0,0,"support","low"
"6090",0.87,0.81,5,236,3,0,0,0,"technical","medium"
"6091",0.54,0.75,4,199,2,0,0,0,"management","medium"
"6094",0.7,0.68,4,143,5,0,0,0,"IT","high"
"6095",0.53,0.5,5,159,2,0,0,0,"IT","medium"
"6098",0.62,0.7,5,180,4,0,0,0,"product_mng","high"
"6100",0.87,0.98,4,266,2,1,0,0,"product_mng","high"
"6104",1,0.8,3,223,3,0,0,0,"RandD","medium"
"6107",0.61,0.52,4,171,2,0,0,0,"marketing","low"
"6111",0.86,0.56,5,237,3,0,0,0,"technical","low"
"6112",0.15,0.44,3,199,2,0,0,0,"management","low"
"6114",0.7,0.98,4,146,3,0,0,0,"marketing","low"
"6116",0.63,0.86,4,169,2,0,0,0,"sales","high"
"6117",0.45,0.75,4,169,2,0,0,0,"sales","low"
"6126",0.79,0.48,5,200,3,0,0,0,"sales","low"
"6127",0.47,0.56,4,165,3,0,0,0,"sales","medium"
"6132",0.52,0.63,3,269,2,0,0,0,"sales","medium"
"6133",0.76,0.37,3,127,4,0,0,0,"sales","medium"
"6139",0.53,0.84,4,219,2,0,0,0,"hr","high"
"6141",0.98,0.77,4,184,3,0,0,0,"hr","medium"
"6142",0.85,0.6,5,178,2,0,0,0,"technical","medium"
"6145",0.96,0.77,3,193,3,0,0,0,"technical","medium"
"6146",0.86,0.85,3,254,3,0,0,0,"technical","medium"
"6148",0.99,0.97,5,229,2,0,0,0,"technical","medium"
"6149",0.52,0.92,4,112,2,0,0,0,"technical","medium"
"6150",0.75,0.91,4,243,3,0,0,0,"technical","high"
"6151",0.67,0.66,3,151,3,0,0,0,"technical","low"
"6152",0.49,0.37,4,216,4,0,0,0,"technical","low"
"6155",0.73,0.8,4,251,2,1,0,0,"support","low"
"6157",0.94,0.82,4,159,2,1,0,0,"support","low"
"6159",0.6,0.79,5,154,2,0,0,0,"support","low"
"6164",0.74,0.84,3,239,3,0,0,0,"technical","low"
"6166",0.27,0.39,4,193,4,0,0,0,"technical","medium"
"6167",0.86,0.74,2,178,3,0,0,0,"management","medium"
"6168",0.5,0.59,3,260,3,0,0,0,"IT","medium"
"6169",0.82,0.5,3,198,4,0,0,0,"IT","medium"
"6171",0.7,0.72,4,202,3,0,0,0,"IT","medium"
"6173",0.72,0.95,2,178,4,1,0,0,"product_mng","medium"
"6180",0.63,0.71,5,141,2,0,0,0,"RandD","medium"
"6181",0.6,0.96,4,99,6,0,0,0,"RandD","medium"
"6184",0.74,0.62,3,216,3,1,0,0,"sales","low"
